nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
USA,9,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,39,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,5,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,45,174,135,360.96,56.0,0,0,1,8,4,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,416.96,1,90.24
GBR,49,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DNK,55,174,116,357.0,19.0,0,0,1,6,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,376.0,1,119.0
DNK,18,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
IRL,80,174,105,311.7,42.0,0,0,1,6,3,177,177,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,353.7,1,103.89999999999999
IRL,74,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,71,174,88,251.1,38.4,0,0,1,6,3,177,177,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0,289.5,1,83.7
CAN,71,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,44,174,106,382.5,56.0,0,0,1,9,3,177,177,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,438.5,1,127.5
IRL,48,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IRL,13,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,53,174,166,561.0,89.5,0,0,1,6,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,650.5,1,187.0
FRA,54,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,
BEL,46,174,133,400.0,186.0,0,0,1,8,2,176,176,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,586.0,1,200.0
BEL,12,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BEL,18,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BEL,43,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,24,174,0,117.34,6.0,0,0,1,2,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,123.34,1,117.34
GBR,48,174,4,984.0,63.5,0,0,1,8,4,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,1047.5,1,246.0
GBR,1,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,
BRA,46,174,49,219.65,18.0,0,0,1,3,1,175,175,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0,237.65,1,219.65
BRA,11,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,46,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
SUR,17,174,135,360.96,72.0,0,0,1,8,4,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,432.96,1,90.24
GBR,17,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,46,174,70,2522.0,608.0,0,0,2,14,4,174,177,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,3130.0,2,630.5
ESP,5,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,39,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,9,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,55,173,1,358.0,4.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,362.0,1,179.0
GBR,59,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
CAN,64,173,104,83.7,10.8,0,0,1,2,1,174,174,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,1,83.7
CAN,64,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
SWE,46,173,57,510.0,64.0,0,0,1,6,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,574.0,1,255.0
SWE,59,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
SWE,15,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,69,173,98,203.96,28.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,231.96,1,101.98
USA,73,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,32,173,47,237.2,24.0,0,0,1,4,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,0,261.2,1,237.2
USA,33,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,
GBR,34,173,126,216.96,14.0,0,0,1,2,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,230.96,1,108.48
BRA,33,173,94,119.0,2.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,1,119.0
BRA,36,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,40,173,3,201.0,2.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0,1,201.0
USA,43,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,17,173,3,567.0,3.0,0,0,1,3,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,570.0,1,567.0
USA,11,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,13,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,15,173,3,603.0,9.0,0,0,1,3,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,612.0,1,603.0
USA,19,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,16,173,3,173.25,14.0,0,0,1,2,1,174,174,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,187.25,1,173.25
USA,17,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
USA,48,173,3,519.75,72.0,0,0,1,2,1,174,174,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,591.75,1,519.75
USA,45,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
HRV,39,173,95,199.56,14.0,0,0,1,2,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,213.56,1,99.78
PRT,45,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
HRV,57,173,94,199.28,14.0,0,0,1,2,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,213.28,1,99.64
PRT,45,173,97,175.64,28.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,203.64,1,87.82
ITA,18,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
USA,44,173,50,334.4,28.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,362.4,1,167.2
USA,31,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
HRV,42,173,95,199.56,14.0,0,0,1,2,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,213.56,1,99.78
GBR,46,173,6,179.0,13.0,0,0,1,1,1,174,174,Electronic Distribution,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,1,179.0
FRA,55,173,106,1299.0,213.0,0,0,1,27,9,182,182,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1512.0,1,144.33333333333334
FRA,52,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
FRA,17,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
FRA,56,173,106,1299.0,299.49,0,0,1,27,9,182,182,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.49,1,144.33333333333334
FRA,56,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,13,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,46,173,8,94.0,7.0,0,0,1,1,1,174,174,Electronic Distribution,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,1,94.0
BRA,40,173,114,141.0,12.0,0,0,1,3,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,1,141.0
BRA,9,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,45,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,67,173,114,357.0,3.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,1,357.0
BRA,14,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,28,173,0,183.0,34.5,0,0,1,2,1,174,174,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,217.5,1,183.0
PRT,32,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BEL,45,173,158,352.83,183.12,0,0,1,9,3,176,176,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,535.95,1,117.61
BEL,17,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,47,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,34,173,59,207.0,21.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,228.0,1,207.0
CAN,33,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
CAN,51,173,99,119.0,84.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,203.0,1,119.0
CAN,49,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,
PRT,43,173,11,410.0,22.0,0,0,1,2,2,175,175,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,432.0,1,205.0
GBR,61,173,100,357.0,6.0,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0,1,119.0
ARG,66,173,35,334.4,103.48,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,437.88,1,167.2
ARG,69,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,35,173,10,609.0,26.0,0,0,1,3,3,176,176,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,635.0,1,203.0
AUS,13,173,98,486.0,0.0,0,0,1,8,4,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,486.0,1,121.5
AUS,8,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,61,173,175,591.0,42.0,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,633.0,1,197.0
CAN,61,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
AUS,67,173,98,1458.0,168.0,0,0,1,8,4,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.0,1,364.5
AUS,40,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
HUN,37,173,92,197.6,28.0,0,0,1,4,2,175,175,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,225.6,1,98.8
HUN,58,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
NLD,19,173,95,382.16,56.0,0,0,1,8,4,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,438.16,1,95.54
NLD,20,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,60,173,136,1110.0,126.1,0,0,1,18,6,179,179,Travel Agent/Operator,Other,0,0,0,1,0,0,0,0,1,0,0,0,0,1236.1,1,185.0
CAN,58,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,
CAN,27,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,
NLD,56,173,5,358.0,278.5,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,636.5,1,179.0
NLD,16,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,53,173,1,197.0,71.5,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,268.5,1,197.0
PRT,35,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,20,173,129,407.0,108.0,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,515.0,1,135.66666666666666
BEL,18,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,48,173,129,407.0,319.5,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,726.5,1,135.66666666666666
BEL,47,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
PRT,53,173,99,254.0,97.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,351.0,1,127.0
FRA,48,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ITA,46,173,114,889.6,141.5,0,0,1,16,8,181,181,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.1,1,111.2
DEU,47,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IRL,27,173,119,357.0,6.0,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,363.0,1,119.0
IRL,32,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,32,173,5,363.2,44.5,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,407.7,1,181.6
FRA,46,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DNK,27,173,93,863.0,208.5,0,0,1,14,7,180,180,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1071.5,1,123.28571428571429
DNK,22,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,33,173,153,357.0,47.0,0,0,1,6,3,176,176,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,404.0,1,119.0
IRL,35,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,39,173,30,299.0,14.0,0,0,1,2,1,174,174,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,313.0,1,299.0
FRA,29,173,7,358.0,28.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,386.0,1,179.0
FRA,20,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,60,173,70,286.0,168.5,0,0,1,4,2,175,175,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,454.5,1,143.0
GBR,62,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
TUR,36,173,19,450.0,51.5,0,0,1,2,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,501.5,1,225.0
GBR,40,173,94,119.0,2.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,1,119.0
GBR,32,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CHE,24,173,58,597.0,30.0,0,0,1,6,3,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,627.0,1,199.0
PRT,23,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
USA,38,173,0,124.38,15.5,0,0,1,1,1,174,174,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,139.88,1,124.38
FRA,33,173,23,236.0,17.0,0,0,1,3,1,174,174,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,253.0,1,236.0
FRA,7,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,35,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,45,173,44,358.4,28.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,386.4,1,179.2
PRT,38,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NOR,45,173,112,564.0,185.0,0,0,1,12,4,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,749.0,1,141.0
NOR,9,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,41,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,32,173,7,472.5,11.0,0,0,1,6,3,176,176,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,483.5,1,157.5
IRL,34,173,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,56,173,112,909.0,581.5,0,0,1,14,7,180,180,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1490.5,1,129.85714285714286
FRA,54,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NLD,19,173,94,467.4,10.0,0,0,1,10,5,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,477.4,1,93.47999999999999
NLD,18,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,42,173,42,486.0,24.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,510.0,1,243.0
FRA,42,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,50,173,101,238.0,4.0,0,0,1,4,2,175,175,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,242.0,1,119.0
BRA,48,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
BRA,21,173,101,714.0,26.5,0,0,1,4,2,175,175,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,740.5,1,357.0
PRT,45,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
BRA,15,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
NOR,28,173,105,979.0,115.0,0,0,1,14,7,180,180,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1094.0,1,139.85714285714286
USA,37,173,52,567.7,56.0,0,0,2,11,4,173,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,623.7,2,141.925
USA,38,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
POL,28,173,19,342.4,124.5,0,0,1,4,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,466.9,1,171.2
NOR,27,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,40,173,52,567.7,53.0,0,0,2,12,4,173,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,620.7,2,141.925
USA,11,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
BRA,35,173,95,292.0,174.5,0,0,1,6,2,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5,1,146.0
BRA,37,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,4,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,29,173,2,201.0,24.0,0,0,1,2,1,174,174,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,225.0,1,201.0
PRT,29,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,44,173,52,567.7,53.0,0,0,2,12,4,173,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,620.7,2,141.925
USA,5,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
USA,39,173,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
USA,39,173,52,567.7,52.0,0,0,2,11,4,173,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,619.7,2,141.925
