nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
DEU,64,882,301,126.0,113.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,239.0,1,63.0
DEU,61,882,301,126.0,119.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,245.0,1,63.0
DEU,65,882,301,126.0,131.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,257.0,1,63.0
FRA,23,882,159,1272.5,381.0,0,0,1,12,4,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1653.5,1,318.125
FRA,48,882,159,1272.5,249.0,0,0,1,12,4,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1521.5,1,318.125
FRA,56,882,159,366.0,112.0,0,0,1,12,4,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,478.0,1,91.5
ROU,79,882,301,128.0,56.5,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5,1,64.0
DEU,81,882,301,128.0,56.5,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5,1,64.0
BIH,1,882,301,128.0,54.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,1,64.0
PRT,30,882,0,103.0,14.0,0,0,1,2,1,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,1,103.0
AUS,75,882,132,338.4,164.5,0,0,1,6,3,885,885,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,502.9,1,112.8
DEU,51,882,301,128.0,56.5,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5,1,64.0
DEU,80,882,301,128.0,59.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,187.0,1,64.0
DEU,69,882,301,126.0,114.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,240.0,1,63.0
DEU,87,882,301,128.0,54.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,1,64.0
DEU,76,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
BEL,61,882,148,581.75,188.0,0,0,1,14,7,889,889,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,769.75,1,83.10714285714286
FRA,34,882,89,658.8,188.5,0,0,1,12,6,888,888,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,847.3,1,109.8
DEU,70,882,409,128.0,95.0,0,0,2,4,4,433,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0,2,32.0
DEU,62,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
PRT,48,882,9,186.0,47.0,0,0,1,6,2,884,884,Direct,Direct,0,0,0,0,0,0,1,1,0,0,0,0,0,233.0,1,93.0
DEU,78,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
DEU,71,882,301,126.0,123.5,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,249.5,1,63.0
DEU,67,882,301,128.0,70.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0,1,64.0
DEU,78,882,301,126.0,114.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,240.0,1,63.0
DEU,79,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
PRT,78,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
DEU,77,882,301,128.0,56.5,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5,1,64.0
DEU,50,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
FRA,16,882,195,612.15,193.0,0,0,1,14,7,889,889,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,805.15,1,87.45
DEU,23,882,301,126.0,108.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,234.0,1,63.0
PRT,26,882,0,120.0,20.5,0,0,1,2,1,883,883,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,140.5,1,120.0
NLD,33,882,179,292.0,56.0,0,0,1,8,4,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,348.0,1,73.0
DEU,76,882,301,126.0,110.5,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,236.5,1,63.0
NLD,57,882,147,446.25,76.0,0,0,1,14,7,889,889,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,522.25,1,63.75
DEU,51,882,172,382.5,97.0,0,0,1,12,6,888,888,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,479.5,1,63.75
DEU,61,882,301,128.0,54.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,1,64.0
NLD,54,882,144,204.6,57.0,0,0,1,4,2,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,261.6,1,102.3
NLD,23,882,144,257.4,60.0,0,0,1,6,2,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,317.4,1,128.7
NLD,34,882,12,341.9,117.0,0,0,1,6,2,884,884,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,458.9,1,170.95
FRA,48,882,66,616.5,165.0,0,0,1,15,5,887,887,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,781.5,1,123.3
DEU,68,882,301,126.0,110.5,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,236.5,1,63.0
DEU,62,882,301,128.0,54.0,0,0,1,2,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,1,64.0
DEU,61,882,301,126.0,123.0,0,0,1,4,2,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0,249.0,1,63.0
PRT,42,882,3,0.0,66.0,0,0,1,6,2,884,884,Direct,Complementary,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,1,0.0
PRT,40,881,1,482.85,84.0,0,0,1,9,3,884,884,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,566.85,1,160.95000000000002
GBR,51,881,127,616.5,272.5,0,0,1,15,5,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,889.0,1,123.3
DEU,52,881,166,191.25,31.5,0,0,1,6,3,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,222.75,1,63.75
DEU,19,881,166,191.25,124.5,0,0,1,6,3,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,315.75,1,63.75
AUT,34,881,196,381.71,98.0,0,0,1,14,7,888,888,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,479.71,1,54.529999999999994
JPN,46,881,4,87.2,5.5,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7,1,87.2
DEU,45,881,13,109.0,7.0,0,0,1,1,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,1,0,0,116.0,1,109.0
PRT,67,881,5,2083.0,231.0,1,0,26,35,35,385,882,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0,2314.0,27,59.51428571428571
PRT,39,881,163,93.3,23.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,116.3,1,93.3
PRT,38,881,163,106.5,24.0,0,0,1,3,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,130.5,1,106.5
ESP,46,881,35,123.9,56.5,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,180.4,1,123.9
PRT,25,881,1,90.0,60.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,150.0,1,90.0
DEU,64,881,196,84.3,23.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,1,84.3
PRT,51,881,52,901.8,234.0,0,0,1,6,2,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1135.8,1,450.9
PRT,36,881,0,109.0,14.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,123.0,1,109.0
GBR,45,881,186,438.78,135.0,0,0,1,15,5,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,573.78,1,87.756
FRA,44,881,3,183.0,137.0,0,0,1,4,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,320.0,1,183.0
CHE,66,881,20,316.66,65.5,0,0,1,6,3,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,382.16,1,105.55333333333334
DEU,45,881,0,350.56,54.0,0,0,1,6,3,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,404.56,1,116.85333333333334
FRA,32,881,153,93.3,23.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,0,116.3,1,93.3
DEU,62,881,272,390.5,70.0,0,0,1,10,5,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,460.5,1,78.1
FRA,31,881,174,189.0,64.5,0,0,1,4,2,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,253.5,1,94.5
DEU,69,881,272,390.5,82.0,0,0,1,10,5,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,472.5,1,78.1
ESP,49,881,36,1052.1,303.5,0,0,1,21,7,888,888,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1355.6,1,150.29999999999998
NLD,27,881,2,109.0,22.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,1,109.0
NLD,50,881,16,327.0,69.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,396.0,1,327.0
PRT,27,881,0,90.0,14.5,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,104.5,1,90.0
NLD,43,881,16,109.0,25.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,134.0,1,109.0
DNK,29,881,160,476.8,110.0,0,0,1,16,8,889,889,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,586.8,1,59.6
AUT,51,881,52,274.2,61.0,0,0,1,6,2,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,335.2,1,137.1
FRA,43,881,22,137.5,295.5,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,433.0,1,137.5
PRT,32,881,52,274.8,28.0,0,0,1,4,2,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,302.8,1,137.4
FRA,48,881,109,450.3,145.92,0,0,1,12,3,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,0,596.22,1,150.1
PRT,33,881,0,90.0,25.5,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,115.5,1,90.0
PRT,49,881,0,59.04,6.0,0,0,1,2,1,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,65.03999999999999,1,59.04
POL,20,880,171,1025.5,511.0,0,0,1,28,14,894,894,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1536.5,1,73.25
ESP,56,880,181,349.8,102.0,0,0,1,8,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,451.8,1,87.45
FRA,14,880,172,318.0,271.0,0,0,1,10,5,885,885,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,589.0,1,63.6
GBR,30,880,2,96.7,9.0,0,0,1,1,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,1,96.7
AGO,51,880,1,153.0,7.0,0,0,1,1,1,881,881,Direct,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,1,153.0
SWE,47,880,182,399.0,144.5,0,0,1,12,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,543.5,1,99.75
FRA,53,880,143,689.3,126.0,0,0,1,18,6,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,815.3,1,114.88333333333333
AGO,65,880,1,153.0,7.0,0,0,1,1,1,881,881,Direct,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,1,153.0
USA,37,880,4,169.0,54.0,0,0,1,3,1,881,881,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0,1,169.0
PRT,46,880,11,1750.0,619.5,0,0,13,21,21,103,882,Corporate,Corporate,1,0,0,0,0,0,0,1,0,0,1,0,0,2369.5,13,83.33333333333333
GBR,25,880,2,96.7,16.0,0,0,1,1,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7,1,96.7
FRA,44,880,172,280.0,516.0,0,0,1,10,5,885,885,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,796.0,1,56.0
FRA,65,880,170,280.0,240.0,0,0,1,10,5,885,885,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,520.0,1,56.0
ITA,50,880,145,465.2,108.0,0,0,1,12,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,573.2,1,116.3
ITA,50,880,145,417.8,155.0,0,0,1,8,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,572.8,1,104.45
USA,58,880,11,123.5,19.0,0,0,1,3,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,142.5,1,123.5
PRT,40,880,0,129.0,11.0,0,0,1,2,1,881,881,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,1,129.0
PRT,48,880,11,2010.0,350.0,4,0,23,30,30,194,881,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0,2360.0,27,67.0
DEU,48,880,0,360.1,53.0,0,0,1,1,1,881,881,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,413.1,1,360.1
USA,82,880,4,93.56,4.5,0,0,1,2,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,98.06,1,93.56
USA,6,880,4,97.41,9.0,0,0,1,3,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,106.41,1,97.41
USA,40,880,4,83.93,33.0,0,0,1,2,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,116.93,1,83.93
BEL,46,880,155,213.0,87.5,0,0,1,6,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,300.5,1,106.5
ISR,56,880,118,239.4,100.5,0,0,1,6,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,339.9,1,119.7
PRT,48,880,6,1600.0,200.0,0,1,12,26,26,63,881,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0,1800.0,13,61.53846153846154
NLD,23,880,149,316.5,63.0,0,0,1,9,3,883,883,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,379.5,1,105.5
ITA,29,880,174,699.6,110.0,0,0,1,16,8,888,888,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,809.6,1,87.45
FRA,49,880,41,468.9,224.0,0,0,1,6,3,883,883,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,692.9,1,156.29999999999998
FRA,21,880,41,468.9,48.0,0,0,1,6,3,883,883,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,516.9,1,156.29999999999998
ESP,33,880,4,87.2,11.0,0,0,1,2,1,881,881,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,1,87.2
FRA,26,880,0,73.81,6.0,0,0,1,2,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,1,73.81
PRT,45,880,131,235.6,136.4,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,372.0,1,117.8
PRT,51,880,131,721.5,879.0,0,0,1,6,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1600.5,1,360.75
JPN,66,880,162,560.25,122.5,0,0,1,15,5,885,885,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,682.75,1,112.05
FIN,52,880,261,374.43,100.5,0,0,1,14,7,887,887,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,474.93,1,53.49
GBR,17,880,274,760.5,132.0,0,0,1,6,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,892.5,1,253.5
GBR,50,880,274,253.5,81.0,0,0,1,6,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,334.5,1,84.5
BEL,38,880,1,169.0,107.3,0,0,1,3,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,276.3,1,169.0
DEU,43,880,198,441.2,118.8,0,0,1,16,4,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,560.0,1,110.3
FRA,27,880,176,524.7,160.0,0,0,1,12,6,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,684.7,1,87.45
NOR,53,880,145,189.0,4.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0,1,94.5
ISR,63,880,3,218.0,42.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,260.0,1,109.0
AUT,48,880,165,159.12,44.5,0,0,1,6,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,203.62,1,79.56
BEL,46,880,68,301.9,159.5,0,0,1,8,2,882,882,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,461.4,1,150.95
FRA,42,880,138,1163.25,534.2,0,0,1,28,7,887,887,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1697.45,1,166.17857142857142
ISR,52,880,3,654.0,192.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,846.0,1,327.0
GBR,40,880,4,115.0,13.0,0,0,1,1,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,128.0,1,115.0
NLD,52,880,197,171.0,4.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,175.0,1,85.5
SWE,65,880,157,465.14,98.0,0,0,1,14,7,887,887,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,563.14,1,66.44857142857143
NLD,58,880,197,171.0,39.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,210.0,1,85.5
ESP,35,880,0,143.29,22.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,165.29,1,71.645
CHE,51,880,127,689.06,136.0,0,0,1,24,8,888,888,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,825.06,1,86.1325
ROU,32,880,161,357.0,8.0,0,0,1,8,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,365.0,1,89.25
GBR,30,880,8,223.6,48.0,0,0,1,6,3,883,883,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,271.6,1,74.53333333333333
NLD,45,880,170,399.0,88.0,0,0,1,12,4,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,487.0,1,99.75
BEL,28,880,150,368.1,128.5,0,0,1,9,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,496.6,1,122.7
AUT,32,880,168,207.24,44.5,0,0,1,6,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,251.74,1,69.08
BRA,76,880,1,696.0,21.0,0,0,2,6,2,880,881,Direct,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,717.0,2,348.0
PRT,39,880,4,115.0,34.5,0,0,1,1,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,149.5,1,115.0
FRA,56,880,151,577.25,218.0,0,0,1,15,5,885,885,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,795.25,1,115.45
AUT,46,880,192,252.9,69.0,0,0,1,6,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,321.9,1,84.3
NLD,29,880,2,109.0,14.0,0,0,1,2,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,123.0,1,109.0
PRT,40,880,0,66.42,27.5,0,0,1,2,1,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,93.92,1,66.42
DEU,57,880,101,368.1,63.0,0,0,1,9,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,431.1,1,122.7
NOR,37,880,122,831.39,160.0,0,0,1,22,11,891,891,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,991.39,1,75.58090909090909
NLD,51,880,1,218.0,45.0,0,0,1,2,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,263.0,1,109.0
NLD,15,880,1,654.0,201.0,0,0,1,2,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,855.0,1,327.0
ESP,12,880,16,467.0,62.0,0,0,1,9,3,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,529.0,1,155.66666666666666
BEL,47,880,0,147.71,48.0,0,0,1,4,2,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,195.71,1,73.855
FRA,55,880,29,882.0,108.0,0,0,1,3,1,881,881,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,990.0,1,882.0
FRA,22,880,29,274.0,37.0,0,0,1,2,1,881,881,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,311.0,1,274.0
FRA,19,879,23,154.0,13.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,167.0,1,154.0
FRA,53,879,23,154.0,14.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,168.0,1,154.0
GBR,53,879,186,213.0,35.0,0,0,1,6,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,248.0,1,106.5
AUT,52,879,178,767.35,147.0,0,0,1,21,7,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,914.35,1,109.62142857142858
PRT,50,879,191,241.32,46.06,0,0,1,9,3,882,882,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,287.38,1,80.44
SAU,35,879,121,1083.75,208.5,0,0,1,34,17,896,896,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1292.25,1,63.75
SWE,48,879,195,436.24,110.0,0,0,1,16,8,887,887,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,546.24,1,54.53
GBR,46,879,122,855.9,213.0,0,0,1,21,7,886,886,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.9,1,122.27142857142857
FRA,30,879,177,349.8,95.0,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,444.8,1,87.45
ESP,53,879,160,456.7,282.0,0,0,1,12,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,738.7,1,114.175
DEU,28,879,257,315.8,74.0,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,389.8,1,78.95
PRT,19,879,2,195.75,79.0,9,0,57,73,66,27,1075,Direct,Complementary,0,0,0,0,0,0,0,1,0,0,0,0,0,274.75,66,2.965909090909091
ESP,17,879,188,377.75,90.0,0,0,1,10,5,884,884,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,467.75,1,75.55
